0,talk.politics.guns
1,comp.os.ms-windows.misc
2,sci.space
3,talk.politics.guns
4,comp.os.ms-windows.misc
5,sci.med
6,sci.med
7,talk.politics.guns
8,sci.med
9,talk.politics.guns
10,comp.os.ms-windows.misc
11,comp.os.ms-windows.misc
12,sci.space
13,talk.politics.guns
14,talk.politics.guns
15,talk.politics.guns
16,sci.med
17,comp.os.ms-windows.misc
18,sci.med
19,comp.os.ms-windows.misc
20,talk.politics.guns
21,talk.politics.guns
22,talk.politics.guns
23,talk.politics.guns
24,sci.med
25,sci.med
26,sci.space
27,talk.politics.guns
28,talk.politics.guns
29,sci.space
30,comp.os.ms-windows.misc
31,comp.os.ms-windows.misc
32,comp.os.ms-windows.misc
33,comp.os.ms-windows.misc
34,talk.politics.guns
35,talk.politics.guns
36,talk.politics.guns
37,sci.med
38,talk.politics.guns
39,comp.os.ms-windows.misc
40,sci.med
41,talk.politics.guns
42,talk.politics.guns
43,sci.med
44,talk.politics.guns
45,sci.space
46,sci.space
47,sci.med
48,talk.politics.guns
49,sci.med
50,sci.med
51,sci.med
52,sci.med
53,sci.med
54,talk.politics.guns
55,sci.space
56,sci.med
57,sci.space
58,sci.space
59,sci.med
60,talk.politics.guns
61,talk.politics.guns
62,sci.space
63,sci.med
64,sci.med
65,talk.politics.guns
66,sci.space
67,sci.space
68,talk.politics.guns
69,talk.politics.guns
70,talk.politics.guns
71,talk.politics.guns
72,comp.os.ms-windows.misc
73,sci.space
74,talk.politics.guns
75,sci.space
76,sci.med
77,sci.space
78,sci.space
79,sci.space
80,comp.os.ms-windows.misc
81,sci.space
82,comp.os.ms-windows.misc
83,sci.med
84,sci.space
85,sci.med
86,comp.os.ms-windows.misc
87,comp.os.ms-windows.misc
88,sci.med
89,sci.med
90,sci.med
91,sci.space
92,sci.med
93,talk.politics.guns
94,sci.space
95,sci.space
96,comp.os.ms-windows.misc
97,comp.os.ms-windows.misc
98,sci.med
99,sci.med
100,talk.politics.guns
101,sci.space
102,comp.os.ms-windows.misc
103,sci.med
104,sci.med
105,comp.os.ms-windows.misc
106,talk.politics.guns
107,sci.space
108,talk.politics.guns
109,sci.med
110,sci.med
111,sci.space
112,comp.os.ms-windows.misc
113,comp.os.ms-windows.misc
114,comp.os.ms-windows.misc
115,talk.politics.guns
116,comp.os.ms-windows.misc
117,sci.med
118,sci.med
119,sci.med
120,sci.med
121,comp.os.ms-windows.misc
122,talk.politics.guns
123,comp.os.ms-windows.misc
124,sci.med
125,sci.space
126,sci.space
127,talk.politics.guns
128,talk.politics.guns
129,sci.space
130,sci.med
131,talk.politics.guns
132,talk.politics.guns
133,talk.politics.guns
134,sci.space
135,sci.med
136,sci.med
137,sci.med
138,sci.med
139,sci.med
140,sci.med
141,comp.os.ms-windows.misc
142,sci.med
143,sci.space
144,talk.politics.guns
145,sci.space
146,sci.space
147,comp.os.ms-windows.misc
148,comp.os.ms-windows.misc
149,talk.politics.guns
150,sci.space
151,sci.space
152,sci.med
153,talk.politics.guns
154,sci.space
155,talk.politics.guns
156,sci.med
157,sci.space
158,sci.med
159,sci.space
160,talk.politics.guns
161,comp.os.ms-windows.misc
162,sci.med
163,talk.politics.guns
164,talk.politics.guns
165,talk.politics.guns
166,talk.politics.guns
167,comp.os.ms-windows.misc
168,sci.space
169,talk.politics.guns
170,talk.politics.guns
171,sci.space
172,sci.space
173,talk.politics.guns
174,comp.os.ms-windows.misc
175,comp.os.ms-windows.misc
176,comp.os.ms-windows.misc
177,comp.os.ms-windows.misc
178,talk.politics.guns
179,comp.os.ms-windows.misc
180,sci.space
181,talk.politics.guns
182,comp.os.ms-windows.misc
183,comp.os.ms-windows.misc
184,sci.space
185,talk.politics.guns
186,sci.med
187,sci.med
188,sci.med
189,sci.med
190,sci.med
191,comp.os.ms-windows.misc
192,sci.med
193,talk.politics.guns
194,sci.med
195,sci.med
196,sci.space
197,comp.os.ms-windows.misc
198,sci.space
199,sci.space
200,talk.politics.guns
201,sci.space
202,talk.politics.guns
203,sci.space
204,talk.politics.guns
205,talk.politics.guns
206,talk.politics.guns
207,comp.os.ms-windows.misc
208,sci.med
209,sci.med
210,sci.space
211,comp.os.ms-windows.misc
212,talk.politics.guns
213,comp.os.ms-windows.misc
214,talk.politics.guns
215,sci.space
216,comp.os.ms-windows.misc
217,sci.med
218,comp.os.ms-windows.misc
219,comp.os.ms-windows.misc
220,comp.os.ms-windows.misc
221,comp.os.ms-windows.misc
222,comp.os.ms-windows.misc
223,talk.politics.guns
224,talk.politics.guns
225,comp.os.ms-windows.misc
226,sci.med
227,sci.med
228,sci.space
229,sci.med
230,sci.med
231,talk.politics.guns
232,sci.med
233,sci.med
234,sci.space
235,sci.med
236,sci.med
237,sci.space
238,sci.space
239,sci.med
240,talk.politics.guns
241,talk.politics.guns
242,talk.politics.guns
243,sci.med
244,sci.space
