0,rec.sport.baseball
1,alt.atheism
2,comp.os.ms-windows.misc
3,talk.politics.guns
4,alt.atheism
5,sci.electronics
6,alt.atheism
7,comp.os.ms-windows.misc
8,rec.sport.baseball
9,comp.os.ms-windows.misc
10,sci.electronics
11,comp.os.ms-windows.misc
12,sci.electronics
13,talk.politics.guns
14,sci.electronics
15,comp.os.ms-windows.misc
16,sci.electronics
17,comp.os.ms-windows.misc
18,alt.atheism
19,talk.politics.guns
20,sci.electronics
21,sci.electronics
22,comp.os.ms-windows.misc
23,sci.electronics
24,alt.atheism
25,sci.electronics
26,comp.os.ms-windows.misc
27,rec.sport.baseball
28,alt.atheism
29,comp.os.ms-windows.misc
30,alt.atheism
31,talk.politics.guns
32,alt.atheism
33,alt.atheism
34,talk.politics.guns
35,alt.atheism
36,comp.os.ms-windows.misc
37,comp.os.ms-windows.misc
38,alt.atheism
39,rec.sport.baseball
40,sci.electronics
41,sci.electronics
42,alt.atheism
43,rec.sport.baseball
44,comp.os.ms-windows.misc
45,rec.sport.baseball
46,alt.atheism
47,comp.os.ms-windows.misc
48,comp.os.ms-windows.misc
49,talk.politics.guns
50,rec.sport.baseball
51,rec.sport.baseball
52,rec.sport.baseball
53,talk.politics.guns
54,comp.os.ms-windows.misc
55,sci.electronics
56,comp.os.ms-windows.misc
57,rec.sport.baseball
58,talk.politics.guns
59,comp.os.ms-windows.misc
60,alt.atheism
61,sci.electronics
62,rec.sport.baseball
63,alt.atheism
64,rec.sport.baseball
65,sci.electronics
66,alt.atheism
67,rec.sport.baseball
68,talk.politics.guns
69,comp.os.ms-windows.misc
70,alt.atheism
71,rec.sport.baseball
72,rec.sport.baseball
73,comp.os.ms-windows.misc
74,rec.sport.baseball
75,comp.os.ms-windows.misc
76,comp.os.ms-windows.misc
77,alt.atheism
78,sci.electronics
79,sci.electronics
80,talk.politics.guns
81,comp.os.ms-windows.misc
82,comp.os.ms-windows.misc
83,comp.os.ms-windows.misc
84,rec.sport.baseball
85,sci.electronics
86,alt.atheism
87,talk.politics.guns
88,sci.electronics
89,sci.electronics
90,sci.electronics
91,talk.politics.guns
92,talk.politics.guns
93,alt.atheism
94,rec.sport.baseball
95,alt.atheism
96,talk.politics.guns
97,rec.sport.baseball
98,rec.sport.baseball
99,sci.electronics
100,alt.atheism
101,rec.sport.baseball
102,sci.electronics
103,rec.sport.baseball
104,comp.os.ms-windows.misc
105,sci.electronics
106,sci.electronics
107,rec.sport.baseball
108,talk.politics.guns
109,comp.os.ms-windows.misc
110,rec.sport.baseball
111,comp.os.ms-windows.misc
112,rec.sport.baseball
113,sci.electronics
114,rec.sport.baseball
115,talk.politics.guns
116,alt.atheism
117,rec.sport.baseball
118,talk.politics.guns
119,rec.sport.baseball
120,rec.sport.baseball
121,rec.sport.baseball
122,talk.politics.guns
123,rec.sport.baseball
124,talk.politics.guns
125,sci.electronics
126,alt.atheism
127,sci.electronics
128,sci.electronics
129,talk.politics.guns
130,sci.electronics
131,comp.os.ms-windows.misc
132,sci.electronics
133,comp.os.ms-windows.misc
134,sci.electronics
135,alt.atheism
136,alt.atheism
137,talk.politics.guns
138,alt.atheism
139,comp.os.ms-windows.misc
140,talk.politics.guns
141,comp.os.ms-windows.misc
142,rec.sport.baseball
143,sci.electronics
144,talk.politics.guns
145,rec.sport.baseball
146,alt.atheism
147,alt.atheism
148,comp.os.ms-windows.misc
149,alt.atheism
150,sci.electronics
151,talk.politics.guns
152,rec.sport.baseball
153,talk.politics.guns
154,comp.os.ms-windows.misc
155,alt.atheism
156,alt.atheism
157,talk.politics.guns
158,alt.atheism
159,comp.os.ms-windows.misc
160,comp.os.ms-windows.misc
161,rec.sport.baseball
162,comp.os.ms-windows.misc
163,talk.politics.guns
164,alt.atheism
165,talk.politics.guns
166,comp.os.ms-windows.misc
167,alt.atheism
168,alt.atheism
169,alt.atheism
170,comp.os.ms-windows.misc
171,sci.electronics
172,sci.electronics
173,comp.os.ms-windows.misc
174,talk.politics.guns
175,rec.sport.baseball
176,alt.atheism
177,comp.os.ms-windows.misc
178,talk.politics.guns
179,rec.sport.baseball
180,talk.politics.guns
181,comp.os.ms-windows.misc
182,talk.politics.guns
183,talk.politics.guns
184,alt.atheism
185,talk.politics.guns
186,rec.sport.baseball
187,talk.politics.guns
188,comp.os.ms-windows.misc
189,talk.politics.guns
190,alt.atheism
191,talk.politics.guns
192,sci.electronics
193,rec.sport.baseball
194,rec.sport.baseball
195,rec.sport.baseball
196,alt.atheism
197,sci.electronics
198,talk.politics.guns
199,talk.politics.guns
200,alt.atheism
201,comp.os.ms-windows.misc
202,comp.os.ms-windows.misc
203,rec.sport.baseball
204,alt.atheism
205,talk.politics.guns
206,sci.electronics
207,sci.electronics
208,alt.atheism
209,rec.sport.baseball
210,alt.atheism
211,comp.os.ms-windows.misc
212,rec.sport.baseball
213,alt.atheism
214,sci.electronics
215,alt.atheism
216,talk.politics.guns
217,alt.atheism
218,talk.politics.guns
219,sci.electronics
220,talk.politics.guns
221,sci.electronics
222,talk.politics.guns
223,sci.electronics
224,talk.politics.guns
225,rec.sport.baseball
226,comp.os.ms-windows.misc
227,alt.atheism
228,rec.sport.baseball
229,sci.electronics
230,comp.os.ms-windows.misc
231,rec.sport.baseball
232,sci.electronics
233,alt.atheism
234,comp.os.ms-windows.misc
235,rec.sport.baseball
236,sci.electronics
237,sci.electronics
238,comp.os.ms-windows.misc
239,comp.os.ms-windows.misc
240,rec.sport.baseball
241,sci.electronics
242,sci.electronics
243,alt.atheism
244,talk.politics.guns
245,sci.electronics
246,comp.os.ms-windows.misc
247,talk.politics.guns
248,comp.os.ms-windows.misc
249,talk.politics.guns
250,talk.politics.guns
251,talk.politics.guns
252,rec.sport.baseball
253,sci.electronics
254,rec.sport.baseball
255,comp.os.ms-windows.misc
256,talk.politics.guns
257,comp.os.ms-windows.misc
258,sci.electronics
259,sci.electronics
260,sci.electronics
261,rec.sport.baseball
262,sci.electronics
263,rec.sport.baseball
264,alt.atheism
265,alt.atheism
266,talk.politics.guns
267,talk.politics.guns
268,sci.electronics
269,alt.atheism
270,sci.electronics
271,rec.sport.baseball
272,comp.os.ms-windows.misc
273,comp.os.ms-windows.misc
274,talk.politics.guns
275,sci.electronics
276,rec.sport.baseball
277,alt.atheism
278,rec.sport.baseball
279,alt.atheism
280,comp.os.ms-windows.misc
281,talk.politics.guns
282,alt.atheism
283,talk.politics.guns
284,talk.politics.guns
285,sci.electronics
286,rec.sport.baseball
287,rec.sport.baseball
288,sci.electronics
289,talk.politics.guns
290,talk.politics.guns
291,sci.electronics
292,sci.electronics
293,alt.atheism
294,talk.politics.guns
295,talk.politics.guns
296,talk.politics.guns
297,rec.sport.baseball
298,alt.atheism
299,sci.electronics
300,sci.electronics
301,alt.atheism
302,rec.sport.baseball
303,talk.politics.guns
304,comp.os.ms-windows.misc
305,talk.politics.guns
306,talk.politics.guns
307,comp.os.ms-windows.misc
308,rec.sport.baseball
309,alt.atheism
310,rec.sport.baseball
311,alt.atheism
312,comp.os.ms-windows.misc
313,rec.sport.baseball
314,rec.sport.baseball
315,sci.electronics
316,sci.electronics
317,talk.politics.guns
