0,rec.motorcycles
1,rec.motorcycles
2,comp.graphics
3,rec.motorcycles
4,rec.motorcycles
5,talk.religion.misc
6,comp.graphics
7,rec.motorcycles
8,talk.religion.misc
9,talk.religion.misc
10,talk.religion.misc
11,talk.religion.misc
12,comp.graphics
13,talk.religion.misc
14,comp.graphics
15,talk.religion.misc
16,rec.motorcycles
17,comp.graphics
18,comp.graphics
19,rec.motorcycles
20,comp.graphics
21,talk.religion.misc
22,talk.religion.misc
23,rec.motorcycles
24,comp.graphics
25,rec.motorcycles
26,comp.graphics
27,comp.graphics
28,talk.religion.misc
29,talk.religion.misc
30,comp.graphics
31,rec.motorcycles
32,comp.graphics
33,rec.motorcycles
34,talk.religion.misc
35,rec.motorcycles
36,comp.graphics
37,comp.graphics
38,talk.religion.misc
39,talk.religion.misc
40,rec.motorcycles
41,talk.religion.misc
42,comp.graphics
43,talk.religion.misc
44,rec.motorcycles
45,comp.graphics
46,comp.graphics
47,comp.graphics
48,rec.motorcycles
49,rec.motorcycles
50,comp.graphics
51,rec.motorcycles
52,comp.graphics
53,comp.graphics
54,rec.motorcycles
55,comp.graphics
56,comp.graphics
57,rec.motorcycles
58,talk.religion.misc
59,talk.religion.misc
60,comp.graphics
61,rec.motorcycles
62,rec.motorcycles
63,rec.motorcycles
64,rec.motorcycles
65,talk.religion.misc
66,talk.religion.misc
67,talk.religion.misc
68,talk.religion.misc
69,rec.motorcycles
70,comp.graphics
71,rec.motorcycles
72,rec.motorcycles
73,comp.graphics
74,rec.motorcycles
75,comp.graphics
76,talk.religion.misc
77,talk.religion.misc
78,rec.motorcycles
79,rec.motorcycles
80,comp.graphics
81,comp.graphics
82,rec.motorcycles
83,rec.motorcycles
84,comp.graphics
85,rec.motorcycles
86,talk.religion.misc
87,rec.motorcycles
88,comp.graphics
89,talk.religion.misc
90,comp.graphics
91,rec.motorcycles
92,talk.religion.misc
93,rec.motorcycles
94,rec.motorcycles
95,comp.graphics
96,comp.graphics
97,talk.religion.misc
98,talk.religion.misc
99,talk.religion.misc
100,talk.religion.misc
101,rec.motorcycles
102,rec.motorcycles
103,talk.religion.misc
104,rec.motorcycles
105,rec.motorcycles
106,rec.motorcycles
107,rec.motorcycles
108,comp.graphics
109,talk.religion.misc
110,rec.motorcycles
111,comp.graphics
112,rec.motorcycles
113,talk.religion.misc
114,rec.motorcycles
115,talk.religion.misc
116,comp.graphics
117,comp.graphics
118,comp.graphics
119,rec.motorcycles
120,talk.religion.misc
121,talk.religion.misc
122,talk.religion.misc
123,comp.graphics
124,talk.religion.misc
125,comp.graphics
126,rec.motorcycles
127,rec.motorcycles
128,comp.graphics
129,comp.graphics
130,talk.religion.misc
131,rec.motorcycles
132,rec.motorcycles
133,talk.religion.misc
134,rec.motorcycles
135,comp.graphics
136,talk.religion.misc
137,rec.motorcycles
138,rec.motorcycles
139,comp.graphics
140,comp.graphics
141,rec.motorcycles
142,comp.graphics
143,rec.motorcycles
144,rec.motorcycles
145,rec.motorcycles
146,comp.graphics
147,comp.graphics
148,rec.motorcycles
149,comp.graphics
150,rec.motorcycles
151,comp.graphics
152,comp.graphics
153,comp.graphics
154,comp.graphics
155,talk.religion.misc
156,rec.motorcycles
157,comp.graphics
158,comp.graphics
159,comp.graphics
160,comp.graphics
161,rec.motorcycles
162,comp.graphics
163,rec.motorcycles
164,comp.graphics
165,talk.religion.misc
166,rec.motorcycles
167,rec.motorcycles
168,rec.motorcycles
169,rec.motorcycles
170,comp.graphics
171,rec.motorcycles
172,rec.motorcycles
173,comp.graphics
174,talk.religion.misc
175,talk.religion.misc
176,talk.religion.misc
177,talk.religion.misc
178,talk.religion.misc
179,comp.graphics
180,comp.graphics
181,comp.graphics
182,comp.graphics
183,talk.religion.misc
184,talk.religion.misc
185,talk.religion.misc
186,rec.motorcycles
187,rec.motorcycles
188,rec.motorcycles
189,talk.religion.misc
190,talk.religion.misc
191,rec.motorcycles
192,comp.graphics
193,rec.motorcycles
194,comp.graphics
195,comp.graphics
196,comp.graphics
197,talk.religion.misc
198,comp.graphics
199,rec.motorcycles
200,rec.motorcycles
201,comp.graphics
202,talk.religion.misc
203,rec.motorcycles
204,talk.religion.misc
205,rec.motorcycles
206,rec.motorcycles
207,rec.motorcycles
208,talk.religion.misc
209,talk.religion.misc
210,talk.religion.misc
211,talk.religion.misc
212,talk.religion.misc
213,comp.graphics
214,rec.motorcycles
215,comp.graphics
216,comp.graphics
217,rec.motorcycles
218,comp.graphics
219,talk.religion.misc
220,comp.graphics
221,rec.motorcycles
222,comp.graphics
223,rec.motorcycles
224,talk.religion.misc
225,comp.graphics
226,talk.religion.misc
227,rec.motorcycles
228,rec.motorcycles
229,rec.motorcycles
230,comp.graphics
231,talk.religion.misc
232,comp.graphics
233,comp.graphics
234,rec.motorcycles
235,rec.motorcycles
236,comp.graphics
237,talk.religion.misc
238,rec.motorcycles
239,comp.graphics
240,talk.religion.misc
241,rec.motorcycles
242,comp.graphics
243,rec.motorcycles
244,rec.motorcycles
245,comp.graphics
246,comp.graphics
247,rec.motorcycles
248,rec.motorcycles
249,rec.motorcycles
250,talk.religion.misc
251,talk.religion.misc
252,talk.religion.misc
253,rec.motorcycles
254,comp.graphics
255,comp.graphics
256,comp.graphics
257,rec.motorcycles
258,comp.graphics
259,rec.motorcycles
260,comp.graphics
261,rec.motorcycles
262,talk.religion.misc
263,talk.religion.misc
264,talk.religion.misc
265,talk.religion.misc
266,rec.motorcycles
267,comp.graphics
268,rec.motorcycles
269,comp.graphics
270,comp.graphics
271,talk.religion.misc
272,talk.religion.misc
273,comp.graphics
274,comp.graphics
275,talk.religion.misc
276,rec.motorcycles
277,rec.motorcycles
